title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,country
"m 7.2 - 56 km nw of te anau, new zealand",7.2,2003-08-21 12:12:00,0,7,no alert,0,798,us,428,0.0,17.5,mwc,28.0,-45.104,167.144,"Te Anau, New Zealand",New Zealand
m 7.6 - scotia sea,7.6,2003-04-08 04:37:00,0,6,no alert,0,889,us,315,0.0,25.2,mwc,10.0,-60.532,-43.411,Scotia Sea,Russian Federation
"m 6.5 - 41 km n of rabaul, papua new guinea",6.5,2003-07-15 18:46:00,0,6,no alert,0,650,us,156,0.0,31.4,mwb,33.0,-3.828,152.174,"Rabaul, Papua New Guinea",Papua New Guinea
"m 6.8 - 42 km w of ovalle, chile",6.8,2003-06-20 13:30:00,0,7,no alert,0,711,us,398,0.0,39.1,mwc,33.0,-30.608,-71.637,"Ovalle, Chile",Chile
"m 6.9 - 25 km ese of atlasovo, russia",6.9,2003-06-16 22:08:00,0,5,no alert,0,732,us,733,0.0,26.7,mwb,174.8,55.492,159.999,"Atlasovo, Russia",Russian Federation
"m 6.6 - 87 km sse of kokopo, papua new guinea",6.6,2003-07-06 00:32:00,0,6,no alert,0,670,us,419,0.0,27.8,mwc,33.0,-5.095,152.502,"Kokopo, Papua New Guinea",Papua New Guinea
"m 7.0 - 116 km ne of tobelo, indonesia",7.0,2003-05-26 19:23:00,0,6,no alert,0,754,us,473,0.0,30.3,mwc,31.0,2.354,128.855,"Tobelo, Indonesia",Indonesia
"m 7.0 - 27 km ssw of ?funato, japan",7.0,2003-05-26 09:24:00,0,7,no alert,0,754,us,690,0.0,19.1,mwb,68.0,38.849,141.568,"?funato, Japan",Japan
"m 6.8 - 25 km wnw of dellys, algeria",6.8,2003-05-21 18:44:00,0,9,no alert,0,711,us,534,0.0,19.4,mwc,12.0,36.964,3.634,"Dellys, Algeria",Algeria
"m 6.5 - 46 km ne of ruteng, indonesia",6.5,2003-03-25 02:53:00,0,7,no alert,0,650,us,247,0.0,28.7,mwc,33.0,-8.294,120.743,"Ruteng, Indonesia",Indonesia
"m 6.8 - 114 km ese of kokopo, papua new guinea",6.8,2003-11-03 07:27:00,0,7,no alert,0,711,us,431,0.0,38.4,mwc,40.2,-4.694,153.238,"Kokopo, Papua New Guinea",Papua New Guinea
"m 7.6 - 16 km ssw of cuyutl?n, mexico",7.6,2003-01-22 02:06:00,0,7,no alert,0,889,us,551,0.0,0.0,mwb,24.0,18.77,-104.104,"Cuyutl?n, Mexico",Mexico
"m 6.5 - 33 km s of puerto san jos?, guatemala",6.5,2003-01-21 02:46:00,0,6,no alert,0,650,us,316,0.0,0.0,mwc,24.0,13.626,-90.774,"Puerto San Jos?, Guatemala",Other
"m 7.3 - 126 km w of kirakira, solomon islands",7.3,2003-01-20 08:43:00,0,6,no alert,0,820,us,457,0.0,0.0,mwc,33.0,-10.491,160.77,"Kirakira, Solomon Islands",Other
"m 6.7 - 191 km se of kokopo, papua new guinea",6.7,2003-10-01 13:11:00,0,5,no alert,0,691,us,323,0.0,0.0,mwb,71.9,-5.311,153.701,"Kokopo, Papua New Guinea",Other
"m 6.7 - new ireland region, papua new guinea",6.7,2002-12-12 08:30:00,0,6,no alert,0,691,us,453,0.0,0.0,mwb,34.0,-4.786,153.275,"New Ireland region, Papua New Guinea",Papua New Guinea
"m 7.4 - 50 km nw of sinabang, indonesia",7.4,2002-02-11 01:26:00,0,7,no alert,0,842,us,418,0.0,0.0,mwb,30.0,2.824,96.085,"Sinabang, Indonesia",Indonesia
"m 6.6 - 53 km ene of cantwell, alaska",6.6,2002-10-23 11:27:00,0,7,no alert,0,670,ak,0,0.0,0.0,mw,4.2,63.5144,-147.912,"Cantwell, Alaska",Russian Federation
"m 6.7 - 72 km s of manokwari, indonesia",6.7,2002-10-10 12:28:00,0,7,no alert,0,691,us,250,0.0,0.0,ms,10.0,-1.511,133.973,"Manokwari, Indonesia",Indonesia
"m 7.6 - 102 km sse of manokwari, indonesia",7.6,2002-10-10 10:50:00,0,7,no alert,0,889,us,375,0.0,0.0,mwc,10.0,-1.757,134.297,"Manokwari, Indonesia",Indonesia
"m 6.5 - 152 km nne of bamboo flat, india",6.5,2002-09-13 22:28:00,0,6,no alert,0,650,us,646,0.0,0.0,mwc,21.0,13.036,93.068,"Bamboo Flat, India",India
"m 7.6 - 68 km ese of aitape, papua new guinea",7.6,2002-08-09 18:44:00,0,7,no alert,0,889,us,428,0.0,0.0,mwc,13.0,-3.302,142.945,"Aitape, Papua New Guinea",Papua New Guinea
"m 6.5 - 114 km sse of san jose village, northern mariana islands",6.5,2002-08-14 13:57:00,0,4,no alert,0,650,us,260,0.0,0.0,mwc,30.0,14.101,146.199,"San Jose Village, Northern Mariana Islands",Other
"m 6.5 - 14 km se of punta de burica, panama",6.5,2002-07-31 00:16:00,0,7,no alert,0,650,us,533,0.0,0.0,mwc,10.0,7.929,-82.793,"Punta de Burica, Panama",Panama
"m 6.5 - 59 km ssw of abhar, iran",6.5,2002-06-22 02:58:00,0,8,no alert,0,650,us,555,0.0,0.0,mwc,10.0,35.626,49.047,"Abhar, Iran",Russian Federation
"m 6.6 - 20 km sw of monte patria, chile",6.6,2002-06-18 13:56:00,0,7,no alert,0,670,us,420,0.0,0.0,mwb,54.0,-30.805,-71.124,"Monte Patria, Chile",Chile
"m 6.7 - 190 km nw of sola, vanuatu",6.7,2002-06-17 21:26:00,0,5,no alert,0,691,us,272,0.0,0.0,mwc,33.0,-12.592,166.383,"Sola, Vanuatu",Other
"m 7.1 - 20 km ssw of merizo village, guam",7.1,2002-04-26 16:06:00,0,7,no alert,0,776,us,257,0.0,0.0,mwc,85.7,13.088,144.619,"Merizo Village, Guam",Russian Federation
"m 6.7 - 31 km sw of copiap?, chile",6.7,2002-04-18 16:08:00,0,7,no alert,0,691,us,462,0.0,0.0,mwb,62.0,-27.535,-70.586,"Copiap?, Chile",Chile
"m 6.8 - 27 km ssw of nuxco, mexico",6.8,2002-04-18 05:02:00,0,6,no alert,0,711,us,292,0.0,0.0,mwc,24.9,16.985,-100.865,"Nuxco, Mexico",Other
"m 7.1 - 67 km ene of hualien city, taiwan",7.1,2002-03-31 06:52:00,0,6,no alert,0,776,us,550,0.0,0.0,mwc,32.8,24.279,122.179,"Hualien City, Taiwan",Other
"m 6.5 - 107 km ne of calama, chile",6.5,2002-03-28 04:56:00,0,5,no alert,0,650,us,486,0.0,0.0,mwc,125.1,-21.663,-68.329,"Calama, Chile",Chile
"m 7.5 - mindanao, philippines",7.5,2002-05-03 21:16:00,0,7,no alert,0,865,us,321,0.0,0.0,mwc,31.0,6.033,124.249,"Mindanao, Philippines",Philippines
"m 7.4 - 51 km sw of jurm, afghanistan",7.4,2002-03-03 12:08:00,0,5,no alert,0,842,us,138,0.0,0.0,mwc,225.6,36.502,70.482,"Jurm, Afghanistan",Afghanistan
"m 6.6 - 125 km e of kimbe, papua new guinea",6.6,2002-05-02 13:27:00,0,6,no alert,0,670,us,444,0.0,0.0,mwc,39.0,-5.345,151.248,"Kimbe, Papua New Guinea",Papua New Guinea
"m 6.5 - 5 km ne of sultanda??, turkey",6.5,2002-03-02 07:11:00,0,7,no alert,0,650,us,482,0.0,0.0,mwc,5.0,38.573,31.271,"Sultanda??, Turkey",Russian Federation
"m 6.7 - 11 km se of aitape, papua new guinea",6.7,2002-10-01 11:14:00,0,8,no alert,0,691,us,333,0.0,0.0,mwc,11.0,-3.212,142.427,"Aitape, Papua New Guinea",Papua New Guinea
"m 6.6 - 33 km wnw of port-vila, vanuatu",6.6,2002-03-01 10:17:00,0,6,no alert,0,670,us,386,0.0,0.0,mwc,10.0,-17.664,168.004,"Port-Vila, Vanuatu",Vanuatu
"m 7.2 - 50 km wnw of port-vila, vanuatu",7.2,2002-02-01 17:22:00,0,6,no alert,0,798,us,427,0.0,0.0,mwc,21.0,-17.6,167.856,"Port-Vila, Vanuatu",Vanuatu
"m 6.8 - 22 km wnw of malango, solomon islands",6.8,2001-12-23 22:52:00,0,7,no alert,0,711,us,385,0.0,0.0,mwc,16.0,-9.613,159.53,"Malango, Solomon Islands",Solomon Islands
"m 6.8 - 62 km ssw of yonakuni, japan",6.8,2001-12-18 04:02:00,0,5,no alert,0,711,us,499,0.0,0.0,mwc,14.0,23.954,122.734,"Yonakuni, Japan",Other
"m 6.5 - 3 km nw of hanamaki, japan",6.5,2001-02-12 13:01:00,0,5,no alert,0,650,us,605,0.0,0.0,mwc,123.8,39.402,141.089,"Hanamaki, Japan",Japan
"m 7.8 - southern qinghai, china",7.8,2001-11-14 09:26:00,0,9,no alert,0,936,us,368,0.0,0.0,mwc,10.0,35.946,90.541,"Southern Qinghai, China",Russian Federation
"m 7.0 - 40 km s of kimbe, papua new guinea",7.0,2001-10-31 09:10:00,0,7,no alert,0,754,us,254,0.0,0.0,mwc,33.0,-5.912,150.196,"Kimbe, Papua New Guinea",Papua New Guinea
"m 7.5 - 155 km e of kendari, indonesia",7.5,2001-10-19 03:28:00,0,6,no alert,0,865,us,234,0.0,0.0,mwc,33.0,-4.102,123.907,"Kendari, Indonesia",Indonesia
"m 7.0 - 69 km sse of inarajan village, guam",7.0,2001-12-10 15:02:00,0,6,no alert,0,754,us,482,0.0,0.0,mwc,37.0,12.686,144.98,"Inarajan Village, Guam",Other
"m 6.5 - 108 km wnw of manokwari, indonesia",6.5,2001-11-09 14:56:00,0,6,no alert,0,650,us,174,0.0,0.0,mwc,33.0,-0.578,133.13,"Manokwari, Indonesia",Indonesia
"m 6.6 - 74 km s of kokhanok, alaska",6.6,2001-07-28 07:32:00,6,6,no alert,0,754,ak,0,0.0,0.0,mw,131.8,58.775,-154.701,"Kokhanok, Alaska",Russian Federation
"m 6.5 - 32 km wnw of sk?ros, greece",6.5,2001-07-26 00:21:00,0,8,no alert,0,650,us,483,0.0,0.0,mwc,10.0,39.059,24.244,"Sk?ros, Greece",Greece
"m 7.6 - 51 km sw of punta de bomb?n, peru",7.6,2001-07-07 09:38:00,0,7,no alert,0,889,us,398,0.0,0.0,mwc,33.0,-17.543,-72.077,"Punta de Bomb?n, Peru",Peru
"m 6.6 - 31 km s of achanizo, peru",6.6,2001-05-07 13:53:00,0,7,no alert,0,670,us,324,0.0,0.0,mwc,62.0,-16.086,-73.987,"Achanizo, Peru",Peru
"m 6.7 - 34 km wsw of pacocha, peru",6.7,2001-06-26 04:18:00,0,6,no alert,0,691,us,422,0.0,0.0,mwc,24.0,-17.745,-71.649,"Pacocha, Peru",Peru
"m 6.7 - 128 km sse of panguna, papua new guinea",6.7,2001-04-19 21:43:00,0,6,no alert,0,691,us,282,0.0,0.0,mwc,17.0,-7.41,155.865,"Panguna, Papua New Guinea",Solomon Islands
"m 6.8 - 16 km ssw of kure, japan",6.8,2001-03-24 06:27:00,0,7,no alert,0,711,us,596,0.0,0.0,mwc,50.0,34.083,132.526,"Kure, Japan",Japan
"m 6.5 - 41 km ssw of ambon, indonesia",6.5,2001-03-19 05:52:00,0,6,no alert,0,650,us,206,0.0,0.0,mwc,33.0,-4.029,128.02,"Ambon, Indonesia",Indonesia
"m 7.1 - 137 km wnw of ternate, indonesia",7.1,2001-02-24 07:23:00,0,7,no alert,0,776,us,426,0.0,0.0,mwc,35.0,1.271,126.249,"Ternate, Indonesia",Indonesia
"m 7.4 - 102 km sse of bengkulu, indonesia",7.4,2001-02-13 19:28:00,0,6,no alert,0,842,us,221,0.0,0.0,mwc,36.0,-4.68,102.562,"Bengkulu, Indonesia",Indonesia
"m 6.6 - 5 km s of cojutepeque, el salvador",6.6,2001-02-13 14:22:00,0,8,no alert,0,670,us,273,0.0,0.0,mwc,10.0,13.671,-88.938,"Cojutepeque, El Salvador",El Salvador
"m 7.7 - 17 km nw of bhach?u, india",7.7,2001-01-26 03:16:00,0,9,no alert,0,912,us,472,0.0,0.0,mwc,16.0,23.419,70.232,"Bhach?u, India",India
"m 6.9 - 59 km wsw of bengkulu, indonesia",6.9,2001-01-16 13:25:00,0,6,no alert,0,732,us,117,0.0,0.0,mwb,28.0,-4.022,101.776,"Bengkulu, Indonesia",Indonesia
"m 7.7 - 28 km ssw of puerto el triunfo, el salvador",7.7,2001-01-13 17:33:00,0,8,no alert,0,912,us,427,0.0,0.0,mwc,60.0,13.049,-88.66,"Puerto El Triunfo, El Salvador",Other
"m 6.9 - 47 km s of old harbor, alaska",6.9,2001-10-01 16:02:00,5,7,no alert,0,745,ak,0,0.0,0.0,mw,36.4,56.7744,-153.281,"Old Harbor, Alaska",Other
"m 7.1 - 16 km ne of port-olry, vanuatu",7.1,2001-09-01 16:49:00,0,7,no alert,0,776,us,372,0.0,0.0,mwb,103.0,-14.928,167.17,"Port-Olry, Vanuatu",Vanuatu
"m 6.8 - mindanao, philippines",6.8,2001-01-01 08:54:00,0,5,no alert,0,711,us,64,0.0,0.0,mwc,33.0,6.631,126.899,"Mindanao, Philippines",Other
"m 7.5 - 21 km se of lukatan, philippines",7.5,2001-01-01 06:57:00,0,7,no alert,0,865,us,324,0.0,0.0,mwc,33.0,6.898,126.579,"Lukatan, Philippines",Philippines
"m 6.5 - 52 km ene of kokopo, papua new guinea",6.5,2000-06-12 22:57:00,0,7,no alert,0,650,us,401,0.0,0.0,mwc,31.0,-4.218,152.725,"Kokopo, Papua New Guinea",Papua New Guinea
"m 7.0 - 37 km e of balkanabat, turkmenistan",7.0,2000-06-12 17:11:00,0,7,no alert,0,754,us,495,0.0,0.0,mwc,30.0,39.566,54.799,"Balkanabat, Turkmenistan",Turkmenistan
"m 6.5 - 23 km sse of badamdar, azerbaijan",6.5,2000-11-25 18:10:00,0,6,no alert,0,650,us,268,0.0,0.0,mwc,33.0,40.167,49.954,"Badamdar, Azerbaijan",Azerbaijan
"m 6.8 - 15 km sse of baku, azerbaijan",6.8,2000-11-25 18:09:00,0,6,no alert,0,711,us,446,0.0,0.0,mwc,50.4,40.245,49.946,"Baku, Azerbaijan",Azerbaijan
"m 6.8 - 112 km ssw of kokopo, papua new guinea",6.8,2000-11-18 06:54:00,0,6,no alert,0,711,us,402,0.0,0.0,mwb,33.0,-5.228,151.771,"Kokopo, Papua New Guinea",Papua New Guinea
"m 6.6 - 131 km se of kokopo, papua new guinea",6.6,2000-11-18 02:05:00,0,6,no alert,0,670,us,267,0.0,0.0,mwc,33.0,-5.097,153.181,"Kokopo, Papua New Guinea",Papua New Guinea
"m 7.8 - 138 km ssw of kokopo, papua new guinea",7.8,2000-11-17 21:01:00,0,7,no alert,0,936,us,346,0.0,0.0,mwc,33.0,-5.496,151.781,"Kokopo, Papua New Guinea",Papua New Guinea
"m 6.5 - 118 km ese of kokopo, papua new guinea",6.5,2000-11-16 07:45:00,0,6,no alert,0,650,us,71,0.0,0.0,mb,33.0,-4.827,153.226,"Kokopo, Papua New Guinea",Papua New Guinea
"m 7.8 - 135 km se of kokopo, papua new guinea",7.8,2000-11-16 07:42:00,0,7,no alert,0,936,us,294,0.0,0.0,mwc,30.0,-5.233,153.102,"Kokopo, Papua New Guinea",Other
"m 8.0 - 24 km n of rabaul, papua new guinea",8.0,2000-11-16 04:54:00,0,7,no alert,0,985,us,254,0.0,0.0,mwc,33.0,-3.98,152.169,"Rabaul, Papua New Guinea",Papua New Guinea
"m 6.5 - 10 km sw of jurad?, colombia",6.5,2000-08-11 06:59:00,0,7,no alert,0,650,us,462,0.0,0.0,mwc,17.0,7.042,-77.829,"Jurad?, Colombia",Colombia
"m 7.0 - 191 km ese of kokopo, papua new guinea",7.0,2000-10-29 08:37:00,0,7,no alert,0,754,us,60,0.0,0.0,mwc,50.0,-4.766,153.945,"Kokopo, Papua New Guinea",Papua New Guinea
"m 6.8 - 29 km sw of labuan, indonesia",6.8,2000-10-25 09:32:00,0,6,no alert,0,711,us,415,0.0,0.0,mwc,38.0,-6.549,105.63,"Labuan, Indonesia",Indonesia
"m 6.7 - 8 km ese of matsue, japan",6.7,2000-06-10 04:30:00,0,8,no alert,0,691,us,390,0.0,0.0,mwc,10.0,35.456,133.134,"Matsue, Japan",Japan
"m 7.0 - 29 km wnw of luganville, vanuatu",7.0,2000-04-10 16:58:00,0,7,no alert,0,754,us,357,0.0,0.0,mwc,23.0,-15.421,166.91,"Luganville, Vanuatu",Vanuatu
"m 6.5 - 15 km w of nkove, tanzania",6.5,2000-02-10 02:25:00,0,6,no alert,0,650,us,415,0.0,0.0,mwb,34.0,-7.977,30.709,"Nkove, Tanzania",Russian Federation
"m 6.8 - 98 km wsw of ambon, indonesia",6.8,2000-08-28 15:05:00,0,6,no alert,0,711,us,336,0.0,0.0,mwc,16.0,-4.11,127.394,"Ambon, Indonesia",Indonesia
"m 6.5 - 24 km nnw of el habillal, mexico",6.5,2000-09-08 11:41:00,0,6,no alert,0,650,us,481,0.0,0.0,mwc,45.8,18.198,-102.48,"El Habillal, Mexico",Mexico
"m 6.8 - 35 km sse of uglegorsk, russia",6.8,2000-04-08 21:13:00,0,7,no alert,0,711,us,593,0.0,0.0,mwc,10.0,48.786,142.246,"Uglegorsk, Russia",Russian Federation
"m 6.6 - 161 km sse of lata, solomon islands",6.6,2000-03-08 01:09:00,0,6,no alert,0,670,us,218,0.0,0.0,mwc,33.0,-12.037,166.448,"Lata, Solomon Islands",Other
"m 6.5 - 94 km sse of shimoda, japan",6.5,2000-07-30 12:25:00,0,7,no alert,0,650,us,428,0.0,0.0,mwc,10.0,33.901,139.376,"Shimoda, Japan",Japan
"m 6.6 - 227 km se of kandrian, papua new guinea",6.6,2000-07-16 03:57:00,0,5,no alert,0,670,us,367,0.0,0.0,mwc,10.0,-7.747,150.917,"Kandrian, Papua New Guinea",Other
"m 6.5 - 24 km ssw of larsen bay, alaska",6.5,2000-11-07 01:32:00,0,6,no alert,0,650,ak,0,0.0,0.0,mw,42.9,57.3546,-154.198,"Larsen Bay, Alaska",Russian Federation
"m 6.5 - 12 km ene of selfoss, iceland",6.5,2000-06-21 00:51:00,0,9,no alert,0,650,us,351,0.0,0.0,mwc,10.0,63.98,-20.758,"Selfoss, Iceland",Iceland
m 7.9 - south indian ocean,7.9,2000-06-18 14:44:00,0,5,no alert,0,960,us,405,0.0,0.0,mwc,10.0,-13.802,97.453,South Indian Ocean,Other
"m 6.5 - 25 km e of selfoss, iceland",6.5,2000-06-17 15:40:00,0,8,no alert,0,650,us,406,0.0,0.0,mwc,10.0,63.966,-20.487,"Selfoss, Iceland",Iceland
"m 6.7 - 98 km ssw of bengkulu, indonesia",6.7,2000-07-06 23:45:00,0,5,no alert,0,691,us,352,0.0,0.0,mwc,33.0,-4.612,101.905,"Bengkulu, Indonesia",Indonesia
"m 6.7 - 95 km s of bengkulu, indonesia",6.7,2000-04-06 16:39:00,0,5,no alert,0,691,us,147,0.0,0.0,mb,33.0,-4.646,102.102,"Bengkulu, Indonesia",Indonesia
"m 7.9 - 103 km s of bengkulu, indonesia",7.9,2000-04-06 16:28:00,0,8,no alert,0,960,us,379,0.0,0.0,mwc,33.0,-4.721,102.087,"Bengkulu, Indonesia",Indonesia
"m 7.2 - 75 km n of san antonio de los cobres, argentina",7.2,2000-12-05 18:43:00,0,5,no alert,0,798,us,0,0.0,0.0,mwc,225.0,-23.548,-66.452,"San Antonio de los Cobres, Argentina",Argentina
"m 7.6 - 89 km e of luwuk, indonesia",7.6,2000-04-05 04:21:00,0,7,no alert,0,889,us,0,0.0,0.0,mwc,26.0,-1.105,123.573,"Luwuk, Indonesia",Indonesia
"m 6.6 - 62 km ssw of ialibu, papua new guinea",6.6,2000-03-03 22:22:00,0,8,no alert,0,670,us,0,0.0,0.0,mwc,10.0,-6.817,143.807,"Ialibu, Papua New Guinea",Papua New Guinea
"m 6.6 - 87 km ese of kimbe, papua new guinea",6.6,2000-06-02 11:33:00,0,6,no alert,0,670,us,0,0.0,0.0,mwc,33.0,-5.844,150.876,"Kimbe, Papua New Guinea",Papua New Guinea
"m 6.8 - 84 km s of shikotan, russia",6.8,2000-01-28 14:21:00,0,6,no alert,0,711,us,0,0.0,0.0,mwc,61.1,43.046,146.837,"Shikotan, Russia",Other
"m 7.2 - 117 km ssw of hihifo, tonga",7.2,2000-08-01 16:47:00,0,6,no alert,0,798,us,0,0.0,0.0,mwc,183.4,-16.925,-174.248,"Hihifo, Tonga",Other
"m 6.9 - 50 km wsw of lata, solomon islands",6.9,1999-12-29 13:29:00,0,6,no alert,0,732,us,0,0.0,0.0,mwb,33.0,-10.86,165.354,"Lata, Solomon Islands",Other
"m 6.5 - 59 km ssw of labuan, indonesia",6.5,1999-12-21 14:14:00,0,6,no alert,0,650,us,0,0.0,0.0,mwb,56.0,-6.845,105.555,"Labuan, Indonesia",Indonesia
"m 7.3 - 14 km wnw of bolitoc, philippines",7.3,1999-11-12 18:03:00,0,7,no alert,0,820,us,0,0.0,0.0,mwc,33.0,15.766,119.74,"Bolitoc, Philippines",Philippines
"m 7.0 - 26 km sse of karluk, alaska",7.0,1999-06-12 23:12:00,0,7,no alert,0,754,ak,0,0.0,0.0,mw,43.6,57.3424,-154.347,"Karluk, Alaska",Russian Federation
"m 6.6 - 127 km ese of arica, chile",6.6,1999-11-30 04:01:00,0,5,no alert,0,670,us,0,0.0,0.0,mwb,128.1,-18.901,-69.171,"Arica, Chile",Chile
"m 7.5 - 92 km ese of lakatoro, vanuatu",7.5,1999-11-26 13:21:00,0,7,no alert,0,865,us,0,0.0,0.0,mwc,33.0,-16.423,168.214,"Lakatoro, Vanuatu",Vanuatu
"m 7.0 - 88 km w of kandrian, papua new guinea",7.0,1999-11-19 13:56:00,0,6,no alert,0,754,us,0,0.0,0.0,mwc,33.0,-6.351,148.763,"Kandrian, Papua New Guinea",Papua New Guinea
"m 6.9 - 84 km wnw of kandrian, papua new guinea",6.9,1999-11-17 03:27:00,0,6,no alert,0,732,us,0,0.0,0.0,mwc,47.5,-5.978,148.82,"Kandrian, Papua New Guinea",Papua New Guinea
"m 7.2 - 8 km s of d?zce, turkey",7.2,1999-12-11 16:57:00,0,9,no alert,0,798,us,0,0.0,0.0,mwc,10.0,40.758,31.161,"D?zce, Turkey",Russian Federation
"m 6.5 - 31 km sw of ashk?sham, afghanistan",6.5,1999-08-11 16:45:00,0,4,no alert,0,650,us,0,0.0,0.0,mwc,228.4,36.522,71.24,"Ashk?sham, Afghanistan",Afghanistan
"m 7.5 - 15 km w of san baltazar loxicha, mexico",7.5,1999-09-30 16:31:00,0,8,no alert,0,865,us,0,0.0,0.0,mwc,60.6,16.059,-96.931,"San Baltazar Loxicha, Mexico",Mexico
"m 6.5 - 31 km se of puli, taiwan",6.5,1999-09-25 23:52:00,0,7,no alert,0,650,us,0,0.0,0.0,mwc,17.0,23.738,121.158,"Puli, Taiwan",Russian Federation
"m 7.7 - 21 km s of puli, taiwan",7.7,1999-09-20 17:47:00,0,9,no alert,0,912,us,0,0.0,0.0,mwc,33.0,23.772,120.982,"Puli, Taiwan",Russian Federation
"m 6.6 - 66 km e of lakatoro, vanuatu",6.6,1999-08-22 12:40:00,0,6,no alert,0,670,us,0,0.0,0.0,mwc,33.0,-16.117,168.039,"Lakatoro, Vanuatu",Vanuatu
"m 6.9 - 42 km s of quepos, costa rica",6.9,1999-08-20 10:02:00,0,6,no alert,0,732,us,0,0.0,0.0,mwc,20.0,9.044,-84.159,"Quepos, Costa Rica",Other
"m 7.6 - 4 km ese of derince, turkey",7.6,1999-08-17 00:01:00,0,9,no alert,0,889,us,0,0.0,0.0,mwc,17.0,40.748,29.864,"Derince, Turkey",Russian Federation
"m 6.7 - 16 km n of potrerillos, honduras",6.7,1999-11-07 14:14:00,0,8,no alert,0,691,us,0,0.0,0.0,mwc,10.0,15.782,-88.33,"Potrerillos, Honduras",Guatemala
"m 7.0 - 1 km se of texcala, mexico",7.0,1999-06-15 20:42:00,0,7,no alert,0,754,us,0,0.0,0.0,mwc,70.0,18.386,-97.436,"Texcala, Mexico",Mexico
"m 6.6 - 113 km se of kokopo, papua new guinea",6.6,1999-05-17 10:07:00,0,5,no alert,0,670,us,0,0.0,0.0,mwc,27.0,-5.165,152.877,"Kokopo, Papua New Guinea",Papua New Guinea
"m 7.1 - 51 km sse of kokopo, papua new guinea",7.1,1999-05-16 00:51:00,0,7,no alert,0,776,us,0,0.0,0.0,mwc,73.7,-4.751,152.486,"Kokopo, Papua New Guinea",Papua New Guinea
"m 7.1 - 92 km ene of kimbe, papua new guinea",7.1,1999-10-05 20:33:00,0,7,no alert,0,776,us,0,0.0,0.0,mwb,138.0,-5.159,150.88,"Kimbe, Papua New Guinea",Papua New Guinea
"m 6.8 - 132 km wsw of haveluloto, tonga",6.8,1999-04-13 10:38:00,0,5,no alert,0,711,us,0,0.0,0.0,mwc,164.2,-21.422,-176.46,"Haveluloto, Tonga",Other
"m 7.4 - 63 km w of kimbe, papua new guinea",7.4,1999-05-04 11:08:00,0,7,no alert,0,842,us,0,0.0,0.0,mwc,150.0,-5.591,149.568,"Kimbe, Papua New Guinea",Papua New Guinea
"m 6.8 - 6 km se of caman?, peru",6.8,1999-03-04 06:17:00,0,7,no alert,0,711,us,0,0.0,0.0,mwc,87.2,-16.66,-72.662,"Caman?, Peru",Peru
"m 6.6 - 9 km nnw of p?palkoti, india",6.6,1999-03-28 19:05:00,0,7,no alert,0,670,us,0,0.0,0.0,mwb,15.0,30.512,79.403,"P?palkoti, India",India
"m 6.9 - 78 km wsw of adak, alaska",6.9,1999-03-20 10:47:00,0,6,no alert,0,732,us,0,0.0,0.0,mwc,33.0,51.587,-177.668,"Adak, Alaska",Russian Federation
"m 6.9 - 123 km se of vilyuchinsk, russia",6.9,1999-08-03 12:25:00,0,5,no alert,0,732,us,0,0.0,0.0,mwc,56.6,52.056,159.52,"Vilyuchinsk, Russia",Other
"m 7.1 - 69 km s of tabiauan, philippines",7.1,1999-04-03 08:52:00,0,6,no alert,0,776,us,0,0.0,0.0,mwc,33.0,5.397,121.937,"Tabiauan, Philippines",Other
"m 6.6 - 110 km sse of k?h sef?d, iran",6.6,1999-04-03 05:38:00,0,7,no alert,0,670,us,0,0.0,0.0,mwc,33.0,28.343,57.193,"K?h Sef?d, Iran",Russian Federation
"m 7.3 - 146 km nw of sola, vanuatu",7.3,1999-06-02 21:47:00,0,7,no alert,0,820,us,0,0.0,0.0,mwc,90.1,-12.853,166.697,"Sola, Vanuatu",Other
"m 6.6 - 18 km wsw of nikolski, alaska",6.6,1999-01-28 08:10:00,0,6,no alert,0,670,us,0,0.0,0.0,mwc,67.2,52.886,-169.123,"Nikolski, Alaska",Russian Federation
"m 7.0 - 110 km ese of kokopo, papua new guinea",7.0,1999-01-19 03:35:00,0,7,no alert,0,754,us,0,0.0,0.0,mwc,114.1,-4.596,153.235,"Kokopo, Papua New Guinea",Papua New Guinea
"m 6.8 - 131 km wsw of haveluloto, tonga",6.8,1998-12-27 00:38:00,0,5,no alert,0,711,us,0,0.0,0.0,mwc,144.3,-21.632,-176.376,"Haveluloto, Tonga",Other
"m 7.7 - 264 km ese of luwuk, indonesia",7.7,1998-11-29 14:10:00,0,7,no alert,0,912,us,0,0.0,0.0,mwc,33.0,-2.071,124.891,"Luwuk, Indonesia",Indonesia
"m 7.0 - 278 km ne of lospalos, timor leste",7.0,1998-09-11 05:38:00,0,7,no alert,0,754,us,0,0.0,0.0,mwc,33.0,-6.92,128.946,"Lospalos, Timor Leste",Indonesia
"m 6.7 - 282 km ne of lospalos, timor leste",6.7,1998-09-11 05:30:00,0,6,no alert,0,691,us,0,0.0,0.0,mwc,33.0,-6.954,129.022,"Lospalos, Timor Leste",Indonesia
"m 6.6 - 8 km wsw of sumberpucung, indonesia",6.6,1998-09-28 13:34:00,0,5,no alert,0,670,us,0,0.0,0.0,mwb,151.6,-8.194,112.413,"Sumberpucung, Indonesia",Indonesia
